name,HH,MM,SS,Wsp_70m,Wsp_57m,Wsp_44m,Wsp_31m,Wsp_18m,Rain,AirAbs_70m,AirAbs_18m,RHTemp_2m,Press_enc_2m,RH_2m,DAU_STATUS1_M1,WD_Vref_41m,WD_Vsig_41m,Wdir_41m,Sonic_70m_status,X_70m,Y_70m,Z_70m,T_70m,SWsp_70m,Sdir_70m,Svec_70m,Stilt_70m,Sonic_57m_status,X_57m,Y_57m,Z_57m,T_57m,SWsp_57m,Sdir_57m,Svec_57m,Stilt_57m,Sonic_44m_status,X_44m,Y_44m,Z_44m,T_44m,SWsp_44m,Sdir_44m,Svec_44m,Stilt_44m,Sonic_31m_status,X_31m,Y_31m,Z_31m,T_31m,SWsp_31m,Sdir_31m,Svec_31m,Stilt_31m,Sonic_18m_status,X_18m,Y_18m,Z_18m,T_18m,SWsp_18m,Sdir_18m,Svec_18m,Stilt_18m
201510161850,0.101816,6.23541,17.3186,0.834113,0.807298,0.954757,0.861942,0.76508,0.0,0.00376326,0.00924061,0.0120434,0.00870096,0.0481979,0.237028,0.000124075,0.124557,9.97302,1.97925,0.748805,0.8587,0.511341,0.0906317,0.906028,6.91962,0.908239,5.14085,1.97949,0.765337,0.80986,0.510445,0.0735794,0.871099,7.75429,0.877132,5.65799,1.97946,0.974524,0.841012,0.579894,0.0684399,1.06186,10.0021,1.02928,9.51212,1.97949,0.950783,0.795902,0.567101,0.0696241,0.987432,12.4371,0.962738,10.8556,1.97946,0.816147,0.66904,0.471795,0.0654823,0.861302,11.2626,0.870781,8.64632
201510161900,0.0,2.8882,17.3179,0.730901,0.708986,0.685545,0.717347,0.57708,0.0,0.0295825,0.0141311,0.0147076,0.00663105,0.0877345,0.237028,6.51407e-05,0.114459,9.17881,1.97932,0.684719,0.734751,0.397891,0.0795135,0.774558,6.3107,0.778737,3.86443,1.97925,0.723451,0.751725,0.414011,0.117722,0.806115,7.41232,0.81312,4.5043,1.97949,0.725424,0.685544,0.460086,0.0636243,0.746498,8.59375,0.743921,6.09847,1.97942,0.787717,0.727239,0.508787,0.0766594,0.793535,11.1866,0.791006,8.2054,1.97949,0.75593,0.606302,0.530054,0.0623928,0.733922,11.7444,0.7319,10.0733
201510161910,0.0,2.88843,17.3181,0.605281,0.619855,0.646336,0.576035,0.645252,0.0,0.0163893,0.0181163,0.0243771,0.0178011,0.112936,0.237028,5.71626e-05,0.103001,8.26842,1.97949,0.614517,0.588396,0.399408,0.0827777,0.635644,6.23319,0.638931,4.36524,1.97946,0.661363,0.590029,0.390887,0.0605974,0.691755,6.87011,0.695235,4.89694,1.97949,0.699632,0.582494,0.381731,0.0631664,0.690103,8.18508,0.691677,5.27935,1.97949,0.708374,0.619679,0.418303,0.0584424,0.688818,10.3935,0.690847,6.88383,1.97949,0.72067,0.628734,0.449324,0.0520119,0.700594,12.4554,0.708067,8.62964
201510161920,0.0,2.88843,17.3181,0.732163,0.722474,0.809276,0.756839,0.608159,0.0,0.0197972,0.0135584,0.0184256,0.00747635,0.0843974,0.235427,6.09545e-05,0.107547,8.62323,1.97949,0.759263,0.611928,0.437539,0.0882052,0.754532,6.60077,0.75499,4.727,1.97949,0.71573,0.626527,0.417397,0.0688028,0.711131,7.44275,0.711097,4.99192,1.97946,0.807588,0.661745,0.422791,0.0799917,0.847864,8.05665,0.845772,5.8266,1.97939,0.823211,0.654254,0.457684,0.0513741,0.855355,9.6586,0.853065,7.51342,1.97946,0.732628,0.612548,0.488226,0.0689502,0.717386,11.3469,0.718267,9.08599
201510161930,0.0,2.88862,17.3184,0.580329,0.599681,0.631896,0.691685,0.713035,0.0,0.0120417,0.0125894,0.00993289,0.0156015,0.0621854,0.237028,7.08759e-05,0.0954756,7.6675,1.97936,0.616297,0.600655,0.396412,0.0641136,0.637661,5.84591,0.638983,4.01951,1.97949,0.616103,0.617744,0.386321,0.0786972,0.658361,6.53984,0.663668,4.33851,1.97949,0.652765,0.647653,0.407442,0.0584425,0.709106,7.70496,0.70647,5.51552,1.97949,0.750194,0.653376,0.463139,0.0564058,0.760219,10.2701,0.755532,7.705,1.97938,0.722451,0.676413,0.447114,0.210886,0.795801,11.5166,0.799802,8.82578
201510161940,0.0,2.8885,17.3181,0.683483,0.657335,0.660976,0.691657,0.64355,0.0,0.00776917,0.0087887,0.0103184,0.0117347,0.0547383,0.237028,0.00015471,0.107216,8.60036,1.97938,0.662864,0.644856,0.407099,0.0644709,0.706263,6.23989,0.709077,4.24615,1.97949,0.648366,0.619211,0.395626,0.128542,0.681232,6.82964,0.686941,4.51737,1.97932,0.655472,0.707731,0.444894,0.0545311,0.708813,8.39415,0.711233,5.7246,1.97938,0.69775,0.76885,0.451071,0.0615717,0.779299,10.6477,0.782722,7.05954,1.97949,0.705371,0.57907,0.432066,0.0538081,0.699189,10.9601,0.706572,7.79189
201510161950,0.101586,6.22434,17.3181,0.874522,0.923241,0.903675,0.859631,0.896347,0.310079,0.00949016,0.00815378,0.0209455,0.0102857,0.0271684,0.237028,6.92079e-05,0.119208,9.54839,1.97945,0.824687,0.935347,0.526969,0.0875834,0.915189,7.84751,0.916992,4.78521,1.97914,0.831442,0.976718,0.544687,0.0884755,1.00482,8.26833,1.01437,5.41169,1.97949,0.808272,0.935336,0.531977,0.0739749,0.962723,9.16384,0.964489,6.34494,1.97949,0.820645,0.904727,0.584631,0.242116,0.945656,11.0009,0.93792,8.81756,1.97936,0.855248,0.815558,0.5163,0.0780792,0.950221,11.8444,0.955305,8.71555
201510162000,0.0,2.88869,17.3181,0.707207,0.801637,0.800121,0.830107,0.855112,0.32931,0.00799987,0.00894663,0.00464928,0.0096126,0.0349171,0.235427,0.000127928,0.109721,8.80023,1.97925,0.647408,0.747432,0.425743,0.0949084,0.782229,5.66708,0.784116,4.02841,1.97932,0.747525,0.775877,0.484476,0.0851613,0.849226,7.11396,0.854982,5.1568,1.97949,0.750618,0.764467,0.495484,0.23584,0.843868,8.04461,0.842757,6.13748,1.97946,0.779309,0.834462,0.488281,0.064132,0.873539,10.6442,0.874944,7.17653,1.97949,0.866737,0.825671,0.555923,0.0595399,1.00761,11.7526,1.0053,10.6843
201510162010,0.0,2.88819,17.3184,0.701202,0.71918,0.741767,0.895884,0.797836,0.0,0.00551705,0.00859859,0.0154075,0.0121432,0.0341027,0.238618,8.93468e-05,0.0977534,7.83979,1.97921,0.655071,0.668517,0.399027,0.0876529,0.741023,5.44716,0.744355,3.78253,1.97924,0.649102,0.769908,0.460363,0.0628495,0.77672,6.94129,0.779275,5.00523,1.97922,0.710852,0.741073,0.50064,0.0840819,0.812001,7.33804,0.812348,5.96517,1.97921,0.847301,0.851304,0.555253,0.0881849,0.976041,9.26595,0.979703,7.53957,1.97949,0.885983,0.786671,0.527914,0.0904416,0.951239,11.7271,0.961939,8.6054
201510162020,0.0,2.88806,17.3169,0.590692,0.634303,0.683945,0.788239,0.825284,0.419728,0.00651958,0.0087949,0.00583325,0.00895278,0.0430004,0.237028,8.27889e-05,0.108468,8.70242,1.97911,0.593863,0.628813,0.417233,0.0680863,0.650877,5.82064,0.65737,4.11929,1.97925,0.640547,0.674719,0.418851,0.0749893,0.716543,6.72754,0.72447,4.65897,1.97942,0.70826,0.72122,0.466883,0.0895334,0.780469,8.06605,0.782649,5.94881,1.97932,0.772891,0.822156,0.496852,0.0748592,0.896747,10.6231,0.898139,7.86488,1.97938,0.794127,0.765308,0.529793,0.0746553,0.856049,13.0913,0.867096,9.74014
201510162030,0.0,2.8883,17.3181,0.695392,0.672905,0.709981,0.746437,0.747438,0.0,0.00633731,0.00888101,0.00681193,0.0227018,0.0335976,0.237028,5.8883e-05,0.105821,8.49299,1.97897,0.634898,0.750284,0.458221,0.0871601,0.765421,6.19719,0.768852,4.55287,1.97914,0.665263,0.698189,0.449876,0.12052,0.741758,7.16479,0.746812,5.0748,1.97935,0.679467,0.706301,0.456232,0.197549,0.744107,7.83335,0.749213,5.55126,1.97935,0.718236,0.766205,0.511046,0.0914815,0.809931,9.36415,0.821003,6.97527,1.97935,0.76996,0.768818,0.538264,0.115366,0.849944,12.0011,0.861433,9.2839
201510162040,0.0,2.88811,17.3178,0.747071,0.849995,0.924086,0.949481,0.973931,0.0,0.00403557,0.00776409,0.00700237,0.0214295,0.0246349,0.238618,8.58267e-05,0.119864,9.60487,1.97928,0.725926,0.703469,0.46788,0.0717351,0.796399,6.19974,0.789344,4.94013,1.97921,0.884385,0.771064,0.504291,0.0644142,0.928657,8.25624,0.930314,5.77715,1.97925,0.901513,0.779233,0.525927,0.07364,0.957944,9.06245,0.952411,6.90178,1.97938,0.924732,0.876343,0.528159,0.0738392,1.0557,10.5799,1.05507,8.07208,1.97928,0.934571,0.849434,0.530007,0.0711193,1.05776,12.014,1.06431,9.32944
201510162050,0.100664,6.17983,17.3181,0.622731,0.735862,0.72921,0.715234,0.674239,0.478972,0.00614008,0.0128341,0.0100412,0.0115958,0.0413068,0.237028,8.15058e-05,0.107544,8.62993,1.97938,0.59291,0.616564,0.400069,0.0673017,0.660802,5.3436,0.659943,4.02085,1.97942,0.721167,0.66372,0.416559,0.0667696,0.783892,6.66867,0.788696,4.61566,1.97945,0.739633,0.747031,0.442644,0.0707849,0.808261,8.59851,0.806853,5.69053,1.97949,0.782255,0.776075,0.477085,0.0541616,0.862013,9.951,0.860688,7.01936,1.97949,0.712533,0.688479,0.458785,0.0681167,0.770572,10.9799,0.774322,8.14598
201510162100,0.0,2.88824,17.3181,0.553613,0.614287,0.689063,0.823041,0.773369,0.0,0.00229878,0.00503882,0.00593746,0.018402,0.0311136,0.237028,7.29532e-05,0.0930371,7.46939,1.97938,0.553864,0.518943,0.338,0.0861167,0.613078,4.23541,0.6156,3.21391,1.97949,0.613718,0.585368,0.391039,0.0624661,0.66916,5.64641,0.672991,4.21793,1.97949,0.65531,0.697613,0.431941,0.060125,0.772155,7.32805,0.768584,5.7649,1.97949,0.726205,0.847151,0.493791,0.0566621,0.91938,9.68873,0.905455,8.35618,1.97949,0.709894,0.753294,0.519759,0.119402,0.7986,11.9697,0.792304,10.0278
201510162110,0.0,2.88815,17.3179,0.590225,0.634393,0.697788,0.767675,0.700202,0.0,0.00629142,0.012802,0.00560959,0.00926343,0.0249686,0.237028,7.97183e-05,0.105531,8.46251,1.97932,0.583708,0.591144,0.323644,0.0557993,0.634395,5.48888,0.637487,3.25203,1.97949,0.613459,0.650765,0.34011,0.0611006,0.695157,6.57333,0.701062,3.77933,1.97946,0.675402,0.713607,0.43473,0.0561176,0.760927,8.10191,0.753633,6.10739,1.97949,0.728266,0.816119,0.48238,0.0561141,0.859162,10.9679,0.857306,8.11644,1.97946,0.680218,0.692472,0.432461,0.0609941,0.753769,12.4325,0.761588,8.54792
201510162120,0.0,2.88817,17.3181,0.5867,0.578468,0.669549,0.709516,0.633322,0.0,0.00405609,0.00905288,0.00554526,0.0117338,0.0256788,0.235427,0.000190996,0.0969914,7.79278,1.97942,0.531308,0.555967,0.304217,0.0543929,0.595512,5.47991,0.597069,3.38874,1.97946,0.524261,0.607193,0.342843,0.0485188,0.6384,6.13973,0.643798,4.21896,1.97946,0.613234,0.677059,0.356711,0.0477618,0.745206,7.69937,0.745018,5.32416,1.97946,0.622479,0.731488,0.426723,0.0547174,0.768249,10.05,0.768477,7.63249,1.97946,0.600639,0.611064,0.41809,0.0467006,0.674517,11.4264,0.681471,8.90622
201510162130,0.0,2.88831,17.3185,0.480887,0.51503,0.566021,0.621105,0.590153,0.0,0.00549165,0.00484876,0.00556055,0.0244145,0.0281814,0.235427,8.96258e-05,0.103097,8.27591,1.97932,0.505405,0.454562,0.31468,0.0691207,0.512304,4.97621,0.512521,3.53009,1.97949,0.556299,0.516117,0.343628,0.0511437,0.603496,5.80301,0.605323,4.35693,1.97949,0.614582,0.571919,0.383701,0.0481831,0.639087,7.70032,0.64255,5.39585,1.97949,0.739012,0.595295,0.40192,0.0448383,0.712673,10.9381,0.711698,7.27126,1.97946,0.694642,0.587082,0.427762,0.109223,0.713365,11.9686,0.708223,10.1881
201510162140,0.0,2.88831,17.318,0.573851,0.654396,0.678656,0.619944,0.55223,0.0,0.00643584,0.00785372,0.0052837,0.0150093,0.0247727,0.235427,6.38671e-05,0.108137,8.67305,1.97949,0.50892,0.61469,0.340151,0.0621888,0.648757,5.19858,0.647829,3.84552,1.97946,0.590457,0.627982,0.358051,0.0603258,0.694759,6.59678,0.695818,4.71831,1.97946,0.643226,0.686578,0.391851,0.0588791,0.773965,8.1022,0.768552,6.29625,1.97946,0.683284,0.650559,0.43655,0.0530826,0.756066,10.5115,0.737722,9.68676,1.97949,0.607689,0.585492,0.421063,0.0422611,0.67114,11.338,0.673763,9.4515
201510162150,0.101126,6.20209,17.3186,0.533465,0.539128,0.617011,0.617419,0.551803,0.0,0.00727009,0.0120012,0.00902589,0.0583101,0.0247871,0.235427,0.000156226,0.107981,8.65704,1.97932,0.508787,0.573343,0.311814,0.0651604,0.598844,5.2432,0.601632,3.38782,1.97949,0.530016,0.553845,0.329791,0.0544578,0.588934,6.18533,0.594116,4.04323,1.97946,0.614423,0.617229,0.384283,0.0670242,0.685939,7.95838,0.688338,5.58073,1.97946,0.660813,0.669156,0.404611,0.0516427,0.728039,10.6523,0.722727,7.70913,1.97946,0.626855,0.58763,0.398391,0.0481496,0.629405,12.2153,0.633252,8.46253
201510162200,0.0,2.88837,17.318,0.694653,0.702204,0.726773,0.625426,0.525225,0.0,0.00996622,0.00204892,0.00550741,0.0194283,0.0331464,0.235427,7.76516e-05,0.0999588,8.02702,1.97946,0.604742,0.583705,0.342484,0.0563488,0.724571,5.07422,0.726059,4.1072,1.97946,0.657991,0.62704,0.362281,0.0510707,0.758762,6.81751,0.763546,4.87361,1.97946,0.676575,0.597791,0.358052,0.0483703,0.760784,7.4835,0.764934,5.47738,1.97949,0.630974,0.625519,0.43207,0.0470025,0.683497,10.7463,0.67544,8.64477,1.97946,0.613034,0.559595,0.427448,0.0438422,0.601643,12.2808,0.600443,9.58514
201510162210,0.0,2.88843,17.3183,0.455506,0.449015,0.55198,0.586316,0.629444,0.0,0.00217696,0.0073434,0.00542059,0.00841967,0.0313054,0.237028,0.000158461,0.08625,6.93825,1.97949,0.402849,0.555547,0.296543,0.0715404,0.468845,5.33007,0.469761,3.1691,1.97949,0.45491,0.55381,0.330921,0.0587489,0.549595,5.5136,0.555208,3.89801,1.97949,0.555386,0.580816,0.331923,0.0553548,0.621534,6.63795,0.626105,4.26542,1.97946,0.62607,0.61744,0.376715,0.0559163,0.683431,8.48248,0.688628,5.77682,1.97949,0.66052,0.683463,0.441428,0.0457843,0.735418,11.7959,0.749714,8.21364
201510162220,0.0,2.88858,17.3182,0.4502,0.503259,0.5496,0.688758,0.603261,0.0,0.00474348,0.00650359,0.00512444,0.0201244,0.0340851,0.235427,8.84817e-05,0.0945977,7.59769,1.97942,0.41867,0.511313,0.266023,0.063693,0.484237,4.88534,0.483372,2.95271,1.97946,0.461748,0.528304,0.279968,0.0544102,0.547967,5.40898,0.548998,3.46003,1.97946,0.559386,0.605519,0.328006,0.0531403,0.595482,7.85661,0.596373,4.468,1.97949,0.65228,0.597186,0.405478,0.0503558,0.660909,10.1295,0.662992,6.99781,1.97946,0.635001,0.580942,0.394958,0.0440008,0.659545,11.5646,0.662237,8.40524
201510162230,0.0,2.8885,17.3181,0.477516,0.513744,0.538917,0.595176,0.581797,0.0,0.00589776,0.00893324,0.0146921,0.00988623,0.0298511,0.237028,0.000100645,0.0864232,6.94708,1.97949,0.444245,0.508727,0.259955,0.0630911,0.506624,5.42673,0.508125,3.07512,1.97949,0.448446,0.530299,0.265387,0.0507717,0.534353,5.96982,0.53819,3.42702,1.97949,0.473638,0.568338,0.29525,0.0470994,0.585227,6.59759,0.585918,4.38396,1.97946,0.57692,0.620289,0.351872,0.054467,0.649551,9.62035,0.650992,6.41063,1.97938,0.554128,0.636011,0.402449,0.0455774,0.659464,11.6972,0.66922,8.61067
201510162240,0.0,2.8883,17.3174,0.573249,0.656373,0.714797,0.71555,0.632043,0.0,0.00708555,0.00510007,0.0044951,0.0146748,0.029179,0.237028,8.66611e-05,0.110726,8.87971,1.97949,0.563367,0.528399,0.30196,0.0574843,0.593471,5.97046,0.594956,3.66005,1.97949,0.616375,0.554981,0.317876,0.0495689,0.648058,7.26402,0.651209,4.42299,1.97946,0.64903,0.572883,0.383638,0.0517305,0.712097,7.84248,0.709771,6.35349,1.97949,0.677372,0.610829,0.384083,0.0448552,0.71465,11.0017,0.706669,8.14976,1.97946,0.622526,0.538156,0.415536,0.0391041,0.657132,11.7734,0.663226,9.98034
201510162250,0.101126,6.20207,17.318,0.433324,0.475718,0.637259,0.631098,0.476562,0.0,0.00471528,0.005271,0.00459446,0.0121157,0.0293468,0.235427,8.12065e-05,0.12452,9.96302,1.97946,0.427777,0.464442,0.285555,0.0445388,0.473343,5.67829,0.472242,3.96212,1.97949,0.501117,0.52334,0.322209,0.038893,0.541768,8.00923,0.539422,5.67502,1.97949,0.579305,0.647452,0.40005,0.0434833,0.72269,10.0073,0.706206,9.13013,1.97949,0.587523,0.601698,0.383759,0.0365571,0.686488,12.727,0.680538,10.2511,1.97949,0.475311,0.520501,0.367583,0.0321252,0.529887,13.9969,0.533506,10.8638
201510162300,0.0,2.88845,17.3186,0.617267,0.607947,0.548368,0.493744,0.571243,0.223272,0.00742716,0.00171914,0.0147984,0.0139361,0.0295556,0.237028,5.91065e-05,0.246114,9.54613,1.97949,0.600217,0.6639,0.33805,0.0671128,0.681651,7.98581,0.684091,4.49862,1.97946,0.628304,0.632133,0.365496,0.052466,0.670662,8.99803,0.674174,5.48026,1.97946,0.578682,0.571607,0.380544,0.0555854,0.610076,9.10671,0.60809,6.49696,1.97946,0.562477,0.540234,0.370057,0.0468404,0.56391,10.3545,0.568134,6.9778,1.97946,0.602815,0.533511,0.366836,0.0377547,0.593851,12.5705,0.602179,8.26051
201510162310,0.0,2.88843,17.3181,0.508286,0.558495,0.588212,0.568799,0.552439,0.465289,0.0070666,0.00760061,0.00479201,0.0283874,0.0436245,0.235427,7.68712e-05,0.231709,9.34079,1.97936,0.608564,0.507182,0.337557,0.0592021,0.554414,6.4566,0.553935,3.91288,1.97942,0.596651,0.554533,0.348909,0.170399,0.618555,6.76165,0.622397,4.44887,1.97949,0.663033,0.627135,0.41582,0.162232,0.673156,8.72874,0.68171,5.70538,1.97949,0.662906,0.59219,0.458781,0.0814193,0.633121,10.4297,0.633575,7.71767,1.97949,0.67597,0.620956,0.421971,0.0668881,0.617188,13.0948,0.613545,8.56622
201510162320,0.0,2.88858,17.319,0.564948,0.592993,0.66473,0.642272,0.629205,0.479861,0.00896189,0.00224683,0.00472211,0.0429233,0.0483496,0.237028,0.000164611,0.920701,10.9689,1.97928,0.53173,0.489514,0.330183,0.0588939,0.503972,6.5191,0.502533,4.21718,1.97935,0.548875,0.548238,0.35631,0.0522495,0.574697,7.58178,0.571536,5.36749,1.97939,0.571047,0.682298,0.376059,0.0468453,0.72432,8.99084,0.719266,6.92692,1.97929,0.566111,0.640246,0.366497,0.178289,0.678372,10.9041,0.677237,7.86314,1.97939,0.555234,0.578066,0.324097,0.0559124,0.639617,12.0779,0.644861,8.05325
201510162330,0.0,2.8885,17.3181,0.628985,0.658213,0.71054,0.594163,0.49992,0.472947,0.00786193,0.00190649,0.00484227,0.0158951,0.0448368,0.235427,0.000179281,0.698035,10.5435,1.97936,0.579955,0.606533,0.367261,0.063765,0.682169,6.53169,0.682205,4.88071,1.97936,0.59886,0.606447,0.394797,0.0538304,0.660868,8.15817,0.66025,6.07687,1.97949,0.611533,0.670002,0.436697,0.0468628,0.731911,9.14976,0.724078,7.93668,1.97945,0.564248,0.658649,0.409261,0.050388,0.691136,11.142,0.682711,9.50182,1.97949,0.597032,0.511145,0.367499,0.0533146,0.563195,13.8082,0.562577,9.42538
