name,HH,MM,SS,Wsp_70m,Wsp_57m,Wsp_44m,Wsp_31m,Wsp_18m,Rain,AirAbs_70m,AirAbs_18m,RHTemp_2m,Press_enc_2m,RH_2m,DAU_STATUS1_M1,WD_Vref_41m,WD_Vsig_41m,Wdir_41m,Sonic_70m_status,X_70m,Y_70m,Z_70m,T_70m,SWsp_70m,Sdir_70m,Svec_70m,Stilt_70m,Sonic_57m_status,X_57m,Y_57m,Z_57m,T_57m,SWsp_57m,Sdir_57m,Svec_57m,Stilt_57m,Sonic_44m_status,X_44m,Y_44m,Z_44m,T_44m,SWsp_44m,Sdir_44m,Svec_44m,Stilt_44m,Sonic_31m_status,X_31m,Y_31m,Z_31m,T_31m,SWsp_31m,Sdir_31m,Svec_31m,Stilt_31m,Sonic_18m_status,X_18m,Y_18m,Z_18m,T_18m,SWsp_18m,Sdir_18m,Svec_18m,Stilt_18m
201510161940,19.0,44.6043,29.5,5.37344,4.97967,4.50187,3.80222,3.15602,0.0,8.43819,8.7244,8.72493,1018.27,96.4797,0.0140952,4.41697,3.73154,47.1798,1.71457,-4.76876,-2.80078,-0.198677,8.91025,5.56254,45.383,5.5806,-1.79839,1.71429,-4.2766,-2.54278,-0.250969,9.53054,5.00947,45.7021,5.03055,-2.59292,1.71448,-3.8341,-2.33986,-0.185501,9.15007,4.5391,46.2585,4.56424,-2.0022,1.71457,-3.15727,-1.99076,-0.202249,9.68453,3.79502,46.878,3.82638,-2.4106,1.71429,-2.78968,-1.39218,-0.194114,9.4824,3.17246,41.8365,3.20601,-2.8773
201510161950,19.0104,53.9786,29.5,6.31844,5.67029,4.95632,4.31224,3.49284,0.107762,8.40786,8.72462,8.69573,1018.27,96.57,0.0140952,4.41716,3.79256,52.0931,1.71438,-5.16848,-3.79192,-0.250416,8.9918,6.46601,51.1029,6.49202,-1.95503,1.71524,-4.50004,-3.40197,-0.304578,9.56174,5.69731,51.7794,5.7297,-2.65289,1.71429,-3.94164,-2.9681,-0.209152,9.15672,4.99475,51.5951,5.02701,-1.90718,1.71429,-3.28234,-2.55853,-0.216542,9.62056,4.23291,52.4312,4.28028,-1.96716,1.71438,-2.85412,-2.00394,-0.256949,9.41327,3.55744,49.8197,3.60254,-3.2432
201510162000,20.0,4.60443,29.4989,5.99247,5.38331,4.84248,4.13797,3.26679,0.123762,8.40551,8.71537,8.67566,1018.29,96.489,0.0139048,4.41708,3.81971,54.2917,1.71467,-4.82446,-3.80315,-0.181411,9.03855,6.17295,53.0885,6.19004,-1.49737,1.71448,-4.2379,-3.38604,-0.284251,9.64713,5.46486,53.4947,5.49275,-2.61005,1.71429,-3.74196,-3.02064,-0.20298,8.85605,4.8541,53.8021,4.88373,-1.95281,1.71409,-3.09689,-2.55666,-0.263251,9.31822,4.08263,54.293,4.11984,-3.24787,1.71429,-2.58386,-1.98774,-0.22289,9.30654,3.32343,52.4768,3.37766,-2.48453
201510162010,20.0,14.6042,29.5025,5.89959,5.40794,5.03586,4.48596,3.65829,0.0,8.39404,8.69215,8.66588,1018.3,96.4058,0.0142857,4.41711,3.83267,55.3362,1.71505,-4.70546,-3.85567,-0.249041,9.03845,6.11019,54.2853,6.12786,-2.17253,1.71524,-4.22139,-3.42095,-0.355657,9.66156,5.47118,53.7934,5.50166,-3.44391,1.71476,-3.84621,-3.21291,-0.250883,8.68055,5.05087,54.7536,5.08176,-2.43422,1.71505,-3.39863,-2.89704,-0.304363,9.31748,4.52034,55.2955,4.56369,-3.05119,1.71429,-2.87797,-2.0919,-0.32937,9.33896,3.62736,50.959,3.67756,-4.29712
201510162020,20.0,24.6031,29.5028,5.62043,5.09215,4.68195,4.00869,3.19181,0.771714,8.39171,8.67894,8.64334,1018.3,96.4007,0.0140952,4.4172,3.86674,58.0836,1.71533,-4.3242,-3.71547,-0.297243,8.97686,5.72957,55.6035,5.75168,-2.80185,1.71495,-3.71995,-3.41013,-0.377112,9.88091,5.08125,57.4431,5.1113,-4.0273,1.71448,-3.37342,-3.13327,-0.248337,8.7347,4.64866,57.8572,4.67828,-2.68044,1.71476,-2.85041,-2.57025,-0.226114,9.33963,3.89874,56.849,3.93645,-2.51138,1.71457,-2.45549,-1.88304,-0.261941,9.48095,3.17155,52.5112,3.2232,-3.62739
201510162030,20.0,34.6029,29.5,5.66541,5.10976,4.71677,4.18385,3.38791,1.0,8.39196,8.67687,8.64232,1018.32,96.5158,0.0140952,4.41715,3.85817,57.3862,1.71571,-4.46736,-3.68197,-0.204232,8.9325,5.82189,54.3136,5.84301,-1.78906,1.71524,-3.79097,-3.35576,-0.265051,9.5359,5.10023,56.4324,5.12616,-2.72289,1.71467,-3.49845,-3.11172,-0.212626,8.94281,4.72533,56.6076,4.75126,-2.28907,1.71467,-3.03537,-2.75077,-0.243885,9.40583,4.15056,57.0422,4.18685,-2.88419,1.71467,-2.64439,-1.99886,-0.297222,9.4067,3.38375,51.9157,3.43631,-4.06017
201510162040,20.0,44.6027,29.504,5.63931,5.09762,4.57713,4.08898,3.44509,1.0,8.39458,8.68102,8.64212,1018.25,96.5312,0.0142857,4.41719,3.8208,54.3744,1.71486,-4.59663,-3.58158,-0.165182,8.94533,5.8604,52.9055,5.88232,-1.36486,1.71505,-4.02225,-3.16298,-0.213919,9.51444,5.16693,53.2976,5.19559,-1.95168,1.71495,-3.54407,-2.90482,-0.0567529,8.77855,4.63688,54.5365,4.66809,-0.128087,1.71457,-3.12325,-2.4934,-0.17369,9.4392,4.0596,53.4824,4.09765,-1.46174,1.71486,-2.71933,-2.0175,-0.284713,9.31864,3.4556,51.4858,3.5056,-3.58243
201510162050,20.0102,53.9881,29.5,5.73209,5.13982,4.69239,4.17584,3.38117,0.356524,8.39218,8.69809,8.64866,1018.2,96.5717,0.0140952,4.41705,3.79975,52.6861,1.71457,-4.7509,-3.46325,-0.182543,8.95097,5.90425,51.031,5.9207,-1.57697,1.71448,-4.1401,-3.10073,-0.243398,9.58698,5.20587,51.8309,5.22746,-2.36432,1.71438,-3.67711,-2.84071,-0.149381,8.79506,4.69496,52.564,4.71838,-1.40313,1.71429,-3.22358,-2.43546,-0.172831,9.52678,4.09806,51.9325,4.12963,-1.92412,1.71429,-2.7691,-1.74796,-0.216064,9.45191,3.33335,47.1347,3.37084,-2.99083
201510162100,21.0,4.60238,29.5,5.86926,5.32633,4.69373,4.15854,3.33981,0.0,8.3965,8.66975,8.65871,1018.21,96.6737,0.0140952,4.41702,3.76594,49.9632,1.71457,-4.91675,-3.52959,-0.214621,8.95421,6.06899,50.6607,6.08193,-1.9147,1.71429,-4.35864,-3.09944,-0.275959,9.69017,5.37362,50.3851,5.39442,-2.70972,1.71429,-3.73344,-2.65412,-0.125919,8.87733,4.61549,50.2035,4.63796,-1.07227,1.71429,-3.18577,-2.27747,-0.137891,9.58115,3.96683,49.7881,4.003,-1.06976,1.71429,-2.70058,-1.68272,-0.152212,9.60928,3.24935,46.4766,3.2957,-1.62648
201510162110,21.0,14.6023,29.5001,5.50179,5.08256,4.57348,3.75285,2.97291,0.0,8.39593,8.67903,8.65892,1018.25,96.7322,0.0140952,4.41707,3.77436,50.6381,1.71476,-4.67062,-3.24061,-0.251883,8.95127,5.70999,49.6959,5.72436,-2.38872,1.71429,-4.13396,-2.94415,-0.319461,9.75461,5.1063,50.3163,5.12677,-3.37424,1.71409,-3.66184,-2.64356,-0.153383,8.91617,4.55894,50.6476,4.58339,-1.326,1.71429,-2.91478,-2.14648,-0.19621,9.60993,3.68261,50.8396,3.71968,-2.28511,1.71409,-2.4883,-1.43067,-0.186895,9.80425,2.93471,44.4621,2.97029,-2.71602
201510162120,21.0,24.6019,29.5,5.06626,4.62345,4.16863,3.54726,2.79228,0.0,8.39654,8.69292,8.65897,1018.28,96.762,0.0139048,4.41681,3.77346,50.5804,1.71419,-4.27944,-2.95907,-0.166876,8.96829,5.22556,49.5779,5.23689,-1.65392,1.71409,-3.78376,-2.5782,-0.250918,9.79987,4.60434,49.0431,4.62315,-2.89254,1.71409,-3.26864,-2.36291,-0.172921,8.95157,4.06773,50.5503,4.08704,-2.05117,1.71409,-2.67229,-2.03862,-0.170174,9.61715,3.41019,51.747,3.44095,-2.14091,1.71409,-2.19148,-1.49207,-0.170268,9.77408,2.70334,49.0158,2.73905,-2.7416
201510162130,21.0,34.602,29.4995,5.04255,4.62914,4.09135,3.48173,2.93013,0.0,8.39771,8.68705,8.65896,1018.31,96.7862,0.0139048,4.41701,3.82796,54.9538,1.71448,-4.09612,-3.19241,-0.149317,9.04582,5.21242,52.9711,5.22403,-1.50839,1.71429,-3.58968,-2.89408,-0.257433,9.81116,4.63392,53.8898,4.65353,-2.9921,1.71429,-3.11448,-2.62187,-0.152389,8.94475,4.10738,55.119,4.12753,-1.74067,1.71429,-2.59489,-2.18378,-0.183335,9.62521,3.44891,55.6298,3.47729,-2.35289,1.71409,-2.23808,-1.68255,-0.260026,9.73724,2.85627,52.2969,2.90107,-3.99752
201510162140,21.0,44.6024,29.5,5.1878,4.60131,3.99534,3.28117,2.68871,0.0,8.39994,8.71006,8.65936,1018.34,96.795,0.0139048,4.417,3.84355,56.2169,1.71429,-4.01282,-3.43417,-0.164571,9.09509,5.30209,55.3779,5.31566,-1.57454,1.71409,-3.35852,-2.99568,-0.209958,9.86795,4.52924,56.6074,4.54806,-2.32506,1.71409,-2.91922,-2.59654,-0.0901309,8.96346,3.94334,56.4585,3.96484,-0.73694,1.71409,-2.29131,-2.1173,-0.0730352,9.65023,3.17041,57.8467,3.20544,-0.0743338,1.71429,-2.13446,-1.55205,-0.170623,9.26003,2.6882,50.8635,2.72568,-2.51311
201510162150,21.0103,53.9829,29.4983,5.15655,4.67078,4.07927,3.4815,2.75835,0.0,8.40915,8.71871,8.65383,1018.2,96.795,0.0139048,4.41699,3.783,51.3293,1.71448,-4.20383,-3.14674,-0.178856,9.17936,5.27286,51.6848,5.28479,-1.77845,1.71429,-3.70822,-2.75938,-0.281474,9.89563,4.64821,51.5688,4.66773,-3.26542,1.71409,-3.20107,-2.3612,-0.131312,9.06274,4.01374,51.3454,4.03382,-1.46708,1.71409,-2.60096,-1.97351,-0.115109,9.70222,3.31875,51.9711,3.34646,-1.2195,1.71409,-2.31461,-1.39453,-0.163068,9.28976,2.76482,46.0525,2.79726,-2.56211
201510162200,22.0,4.60333,29.5,4.78441,4.32895,3.88674,3.2937,2.65889,0.0,8.41414,8.72041,8.64383,1018.14,96.7561,0.0139048,4.41671,3.75511,49.1021,1.71409,-4.05956,-2.74692,-0.147207,9.14092,4.92006,48.965,4.93394,-1.37462,1.71409,-3.51394,-2.40517,-0.205524,9.87459,4.28754,49.288,4.30688,-2.35047,1.71409,-3.09549,-2.12784,-0.113955,9.09357,3.78762,49.4464,3.80538,-1.22179,1.71429,-2.55002,-1.771,-0.04519,9.71357,3.15615,49.4957,3.18762,0.125037,1.71409,-2.30736,-1.24489,-0.117812,9.30838,2.6834,43.6692,2.72005,-1.67319
201510162210,22.0,14.6038,29.4997,5.26339,4.89039,4.50986,3.82434,3.02144,0.0,8.42998,8.71281,8.6438,1018.17,96.72,0.0140952,4.41677,3.82836,55.0094,1.71429,-4.23983,-3.34278,-0.187639,9.20229,5.42231,53.1204,5.43358,-1.89181,1.71429,-3.74281,-3.07037,-0.296891,9.9179,4.86286,54.2063,4.8825,-3.28169,1.71429,-3.3956,-2.83884,-0.213075,9.11671,4.45518,54.8195,4.47197,-2.46008,1.71409,-2.90574,-2.33591,-0.208549,9.73919,3.76907,53.7432,3.79265,-2.74465,1.71429,-2.51844,-1.60464,-0.278603,9.30962,3.0463,47.0996,3.08727,-4.33442
201510162220,22.0,24.6039,29.4976,5.14499,4.72394,4.28385,3.57319,2.82511,0.0,8.43175,8.70955,8.64415,1018.15,96.6724,0.0139048,4.41704,3.75586,49.14,1.71419,-4.42464,-2.95061,-0.185148,9.1665,5.33721,48.5904,5.34712,-1.91182,1.71409,-3.89681,-2.62882,-0.278613,9.87625,4.721,48.8545,4.73738,-3.29641,1.71409,-3.51982,-2.4146,-0.16129,9.11917,4.30632,49.3744,4.32168,-1.92528,1.71429,-2.81395,-1.91291,-0.152229,9.7541,3.45294,49.3293,3.4796,-1.7695,1.71409,-2.42222,-1.29114,-0.163142,9.28664,2.79999,43.0574,2.83178,-2.55282
201510162230,22.0,34.6043,29.5,4.77556,4.38918,4.00197,3.48875,2.69416,0.0,8.43218,8.71763,8.66738,1018.16,96.7471,0.0140952,4.41707,3.79847,52.575,1.71429,-3.87602,-2.95814,-0.17258,9.06708,4.89629,52.2408,4.90606,-1.891,1.71429,-3.41982,-2.68736,-0.280097,9.80701,4.37194,52.9935,4.38847,-3.55672,1.71429,-3.15522,-2.42981,-0.173753,9.15604,4.00802,52.3481,4.02254,-2.24564,1.71409,-2.58088,-2.08194,-0.22959,9.6948,3.36022,53.7804,3.38611,-3.37807,1.71457,-2.20864,-1.42976,-0.236331,9.37645,2.68309,47.2062,2.721,-4.25363
201510162240,22.0,44.6041,29.501,4.63981,4.23827,3.6916,3.1201,2.40248,0.0,8.43898,8.70736,8.67576,1018.16,96.751,0.0140952,4.41715,3.92201,62.5244,1.71429,-3.44177,-3.28621,-0.156487,9.09901,4.78428,58.7174,4.79617,-1.70866,1.71429,-2.92347,-2.95619,-0.221187,9.82488,4.18971,60.4448,4.20708,-2.74522,1.71409,-2.52604,-2.67735,-0.117337,9.16386,3.71368,61.9711,3.73573,-1.26945,1.71429,-2.03113,-2.27988,-0.117554,9.72933,3.10557,63.7379,3.13325,-1.36419,1.71409,-1.83712,-1.58492,-0.185904,9.38686,2.47635,56.3313,2.51625,-3.09923
201510162250,22.0103,53.9835,29.5021,4.23223,3.64279,3.10751,2.52235,2.16554,0.0,8.44503,8.71801,8.67563,1018.15,96.7473,0.0139048,4.41699,3.95336,65.0809,1.71409,-2.90847,-3.14488,-0.153901,9.08174,4.30396,62.1926,4.31629,-1.88745,1.71429,-2.25369,-2.6379,-0.176931,9.82867,3.50274,64.4632,3.52233,-2.54165,1.71429,-1.92023,-2.22534,-0.0298133,9.16036,2.97858,64.1969,3.00939,0.553913,1.71429,-1.43793,-1.82567,-0.0595224,9.7419,2.37417,67.0035,2.40741,-0.26085,1.71429,-1.30134,-1.43054,-0.0882148,9.43246,1.98897,62.31,2.02362,-1.23436
201510162300,23.0,4.60338,29.4991,4.26587,3.92547,3.53991,3.07657,2.50629,0.0526191,8.44736,8.72023,8.69826,1018.13,96.7058,0.0140952,4.41713,3.99438,69.4449,1.71429,-2.65353,-3.35714,-0.142398,9.06623,4.31834,66.549,4.3335,-1.65432,1.71409,-2.22767,-3.09504,-0.259542,9.79834,3.85828,69.2569,3.88363,-3.57938,1.71409,-2.04335,-2.81685,-0.143581,9.18114,3.52127,69.1887,3.54502,-2.03204,1.71409,-1.69544,-2.45571,-0.166889,9.69753,3.03237,70.5458,3.05864,-2.80945,1.71409,-1.60486,-1.89625,-0.279066,9.42702,2.54297,65.1821,2.58248,-5.73939
201510162310,23.0,14.6038,29.5,4.97222,4.57944,4.15241,3.63866,3.06374,0.316952,8.44936,8.72316,8.70712,1018.11,96.6598,0.0139048,4.41713,4.08437,76.5807,1.71438,-2.70145,-4.26669,-0.19312,9.1131,5.0816,72.8093,5.09651,-2.04624,1.71448,-2.26873,-3.88042,-0.301524,9.56908,4.52611,74.8678,4.54902,-3.60965,1.71429,-2.05587,-3.48874,-0.190989,9.15958,4.09606,74.6932,4.12014,-2.30675,1.71429,-1.57994,-3.08095,-0.191369,9.77485,3.5182,78.2059,3.55307,-2.81515,1.71429,-1.59935,-2.49381,-0.265272,9.4866,3.03951,72.5341,3.08083,-4.48679
201510162320,23.0,24.6039,29.4991,4.51882,4.09028,3.55606,2.95246,2.46591,0.359524,8.45819,8.71968,8.70668,1018.26,96.6684,0.0140952,4.41712,3.97712,85.6769,1.71486,-1.93872,-4.14113,-0.110385,9.06169,4.60174,79.9769,4.61504,-1.26834,1.71467,-1.57939,-3.7072,-0.212508,9.44128,4.06317,82.0551,4.08474,-2.74325,1.71429,-1.2733,-3.1829,-0.116318,8.72088,3.46687,83.3938,3.49019,-1.31486,1.71457,-0.841923,-2.64322,-0.0967438,9.39006,2.82235,87.7978,2.84796,-1.42297,1.71429,-0.762823,-2.13276,-0.191299,9.48596,2.31601,86.1863,2.34495,-4.23112
